cohort_date,source,medium,campaign,income,discounts,costs_rub,ltv
2019-09-01,google,cpc,rus_search_competitors-new,105.80485363636363,0.0,100.33545454545455,5.4693990909090786
2019-09-01,google,cpc,rus_search_gen-flow-discount-10-night,469.96051454545454,29.616860636363612,356.06545454545454,84.278199363636361
2019-09-01,google,cpc,rus_search_gen-vlozhenye-zaprosy-discount-10,190.3637527272727,19.036375272727252,103.28090909090908,68.046468363636379
2019-09-01,google,cpc,rus_search_gen-vlozhenye-zaprosy-discount-10-night,237.10485272727271,15.254595363636389,97.312727272727273,124.53753009090906
2019-09-01,google,cpc,ukr_search_competitors-new,84.55889909090908,0.0,8.0190909090909077,76.539808181818174
2019-09-01,yandex,cpc,bel_search_gen-phones,190.3637527272727,19.036375272727252,32.068184545454542,139.25919290909093
2019-09-01,yandex,cpc,rus_search_brand-discount-10,1007.4831645454545,74.530808545454533,157.24998181818182,775.70237418181819
2019-09-01,yandex,cpc,rus_search_gen-phones-discount-10,2756.8988694545455,292.729142490909,1723.7205454545453,740.4491815090912
2019-09-01,yandex,cpc,rus_search_gen-phones-no-conversions-discount-10-night,169.11779818181816,16.911779818181788,33.83,118.37601836363636
2019-09-01,yandex,cpc,rus_search_gen-vlozhenye-zaprosy-phones-discount-10,232.4307427272727,23.243074272727249,146.84090909090909,62.346759363636352
2019-09-01,yandex,cpc,rus_search_gen-vlozhenye-zaprosy-phones-discount-10-night,1383.7972883636362,102.41868324545447,748.56272727272733,532.81587784545434
2019-09-01,yandex,cpc,ukr_search_brand-discount-10,283.84595272727267,12.70508081818182,13.507272727272728,257.63359918181811
2019-09-01,yandex,cpc,ukr_search_gen-discount-10,220.10808909090906,22.010808909090905,84.988187272727274,113.10909290909088
2019-09-01,yandex,cpc,ukr_search_gen-discount-10-night,1332.5462690909092,107.88695718181806,763.35909090909092,461.30022100000008
2019-09-02,google,cpc,rus_search_gen-flow-discount-10-night,1953.0457093636364,172.88195145454554,371.54727272727274,1408.6164851818182
2019-09-02,google,cpc,rus_search_gen-vlozhenye-zaprosy-discount-10-night,851.35257072727268,85.135257072727256,418.10181818181815,348.11549547272733
2019-09-02,yandex,cpc,bel_search_gen-phones,84.582706727272708,8.45827067272727,26.767272727272726,49.357163327272715
2019-09-02,yandex,cpc,rus_search_brand-discount-10,1283.6169563636363,116.97065774545457,463.02268181818181,703.62361679999981
2019-09-02,yandex,cpc,rus_search_gen-phones-discount-10,1485.9353905454545,110.17003810909083,2341.0010909090906,-965.235738472727
2019-09-02,yandex,cpc,rus_search_gen-phones-discount-10-night,343.0062529090909,25.842354618181822,285.72729090909093,31.436607381818135
2019-09-02,yandex,cpc,rus_search_gen-phones-no-conversions-discount-10-night,211.66928618181817,10.583464309090893,18.67818181818182,182.40764005454545
2019-09-02,yandex,cpc,rus_search_gen-vlozhenye-zaprosy-phones-discount-10,529.17321545454536,21.166928618181807,500.02632727272726,7.979959563636271
2019-09-02,yandex,cpc,rus_search_gen-vlozhenye-zaprosy-phones-discount-10-night,275.00005654545453,19.041734981818163,447.05997272727274,-191.10165116363638
2019-09-02,yandex,cpc,ukr_search_gen-discount-10-night,756.14389581818182,70.131389999999968,579.18541818181814,106.82708763636367
2019-09-03,google,cpc,rus_search_gen-flow-discount-10-night,987.71423418181826,76.833425454545448,425.78272727272724,485.09808145454554
2019-09-03,google,cpc,rus_search_gen-vlozhenye-zaprosy-discount-10-night,169.1355272727273,8.4567763636363633,377.58181818181816,-216.90306727272721
2019-09-03,yandex,cpc,bel_search_gen-phones,105.81594545454546,10.581594545454539,34.56545454545455,60.668896363636371
2019-09-03,yandex,cpc,bel_search_gen-phones-discount-10,127.06412727272728,12.706412727272726,12.197272727272725,102.16044181818182
2019-09-03,yandex,cpc,rus_search_brand-discount-10,889.23373827272746,48.775573636363632,400.16190909090909,440.2962555454547
2019-09-03,yandex,cpc,rus_search_competitors-new-phones,533.75432727272732,38.544201818181818,189.28090909090909,305.92921636363644
2019-09-03,yandex,cpc,rus_search_competitors-new-phones-night,127.06412727272728,12.706412727272726,28.763636363636362,85.59407818181819
2019-09-03,yandex,cpc,rus_search_gen-phones-discount-10,2284.337476909091,169.73047636363628,2568.7507272727275,-454.14372672727268
2019-09-03,yandex,cpc,rus_search_gen-phones-no-conversions-discount-10-night,84.567763636363651,8.4567763636363633,32.376361818181813,43.734625454545473
2019-09-03,yandex,cpc,rus_search_gen-vlozhenye-zaprosy-phones-discount-10,402.01560000000006,29.619965454545444,420.9782090909091,-48.582574545454463
2019-09-03,yandex,cpc,rus_search_gen-vlozhenye-zaprosy-phones-discount-10-night,1178.4598464545456,74.496125454545435,691.78545454545463,412.17826645454568
2019-09-03,yandex,cpc,ukr_search_gen-discount-10-night,905.18338527272749,73.604785800000016,554.41909090909087,277.15950856363656
2019-09-04,google,cpc,rus_search_competitors-new,104.92099418181819,10.49209941818183,96.643636363636361,-2.2147416000000106
2019-09-04,google,cpc,rus_search_gen-flow-discount-10-night,1099.7742763636363,42.853273527272755,288.31363636363636,768.60736647272734
2019-09-04,google,cpc,rus_search_gen-vlozhenye-zaprosy-discount-10,83.852521454545453,8.3852521454545528,138.66,-63.1927306909091
2019-09-04,google,cpc,rus_search_gen-vlozhenye-zaprosy-discount-10-night,344.25884436363634,34.425884436363631,564.3054545454545,-254.47249461818177
2019-09-04,yandex,cpc,rus_search_brand-discount-10,4308.6809474545462,167.03069743181828,401.14914545454542,3740.5011045681827
2019-09-04,yandex,cpc,rus_search_competitors-new-phones,1115.8657083636365,49.493812072727366,134.03364545454545,932.33825083636361
2019-09-04,yandex,cpc,rus_search_competitors-new-phones-night,246.07976145454543,24.607976145454565,23.893636363636361,197.57814894545453
2019-09-04,yandex,cpc,rus_search_gen-phones-discount-10,2089.5711250909094,181.69450880000008,3151.2578181818185,-1243.3812018909091
2019-09-04,yandex,cpc,rus_search_gen-phones-discount-10-night,613.09255636363639,44.075244945454578,486.55990909090906,82.4574023272728
2019-09-04,yandex,cpc,rus_search_gen-phones-no-conversions-discount-10,83.852521454545453,0.0,62.24818181818182,21.604339636363633
2019-09-04,yandex,cpc,rus_search_gen-vlozhenye-zaprosy-phones-discount-10,167.70504290909091,8.3852521454545528,360.47179090909088,-201.15200014545454
2019-09-04,yandex,cpc,rus_search_gen-vlozhenye-zaprosy-phones-discount-10-night,755.51543199999992,54.567344363636387,801.17081818181828,-100.22273054545474
2019-09-04,yandex,cpc,ukr_search_brand-discount-10,83.852521454545453,8.3852521454545528,65.574545454545458,9.8927238545454372
2019-09-04,yandex,cpc,ukr_search_gen-discount-10,104.92099418181819,10.49209941818183,79.14727818181818,15.28161658181817
2019-09-04,yandex,cpc,ukr_search_gen-discount-10-night,314.76298254545458,31.47629825454549,417.53995454545458,-134.2532702545455
2019-09-05,google,cpc,rus_search_gen-flow-discount-10-night,449.586949,44.958694900000062,228.70636363636365,175.92189046363629
2019-09-05,google,cpc,rus_search_gen-vlozhenye-zaprosy-discount-10,361.10216990909089,10.491766663636367,222.23909090909092,128.37131233636359
2019-09-05,google,cpc,rus_search_gen-vlozhenye-zaprosy-discount-10-night,775.39602763636356,69.154616554545456,559.48,146.7614110818181
2019-09-05,yandex,cpc,bel_search_gen-phones,146.63191963636362,21.02566893636364,17.943635454545454,107.66261524545452
2019-09-05,yandex,cpc,rus_search_brand-discount-10,773.18842681818182,35.267504809090909,385.82905454545454,352.09186746363633
2019-09-05,yandex,cpc,rus_search_competitors-new-phones,230.90313781818182,10.491766663636367,206.74274545454546,13.668625700000007
2019-09-05,yandex,cpc,rus_search_gen-phones-discount-10,2120.2638494545449,165.00304520000003,2676.8736363636363,-721.61283210909141
2019-09-05,yandex,cpc,rus_search_gen-phones-discount-10-night,423.88422745454545,42.388422745454548,280.74638181818182,100.7494228909091
2019-09-05,yandex,cpc,rus_search_gen-phones-no-conversions-discount-10-night,281.46586872727272,28.146586872727269,133.43363636363637,119.8856454909091
2019-09-05,yandex,cpc,rus_search_gen-vlozhenye-zaprosy-phones-discount-10,172.33464118181817,0.0,68.979090909090914,103.35555027272726
2019-09-05,yandex,cpc,rus_search_gen-vlozhenye-zaprosy-phones-discount-10-night,188.76752872727272,18.87675287272728,521.59268181818186,-351.70190596363642
2019-09-05,yandex,cpc,ukr_search_brand-discount-10,370.22506563636364,69.987720409090912,59.207272727272724,241.03007250000002
2019-09-05,yandex,cpc,ukr_search_gen-discount-10,104.91766663636363,10.491766663636367,8.3872727272727285,86.038627245454535
2019-09-05,yandex,cpc,ukr_search_gen-discount-10-night,734.42366645454536,50.352052863636388,935.06363636363642,-250.99202277272741
2019-09-06,google,cpc,rus_search_competitors-new,83.310897727272717,0.0,110.59272727272727,-27.281829545454556
2019-09-06,google,cpc,rus_search_gen-flow-discount-10-night,796.686625,71.337572727272786,220.2590909090909,505.08996136363635
2019-09-06,google,cpc,rus_search_gen-vlozhenye-zaprosy-discount-10,171.22692045454545,17.12269204545456,189.03454545454545,-34.930317045454558
2019-09-06,google,cpc,rus_search_gen-vlozhenye-zaprosy-discount-10-night,588.20005681818168,33.784871590909106,1096.0236363636363,-541.60845113636378
2019-09-06,yandex,cpc,bel_search_gen-phones,104.24328409090909,10.42432840909092,20.166363636363638,73.652592045454526
2019-09-06,yandex,cpc,rus_search_brand-discount-10,1555.4672012727272,37.134053409090939,407.05718181818179,1111.2759660454544
2019-09-06,yandex,cpc,rus_search_competitors-new-phones,883.94772899999987,98.334961709090848,163.17271818181817,622.44004910909086
2019-09-06,yandex,cpc,rus_search_competitors-new-phones-night,83.310897727272717,8.3310897727272746,29.50272727272727,45.477080681818165
2019-09-06,yandex,cpc,rus_search_gen-phones-discount-10,1458.9753086363635,124.9639424090909,2441.3064545454545,-1107.2950883181818
2019-09-06,yandex,cpc,rus_search_gen-phones-discount-10-night,229.41895454545454,22.941895454545456,155.72726363636363,50.749795454545449
2019-09-06,yandex,cpc,rus_search_gen-vlozhenye-zaprosy-phones-discount-10,390.17968181818185,16.076072727272752,580.96909090909094,-206.86548181818182
2019-09-06,yandex,cpc,rus_search_gen-vlozhenye-zaprosy-phones-discount-10-night,187.5541818181818,18.755418181818193,166.06363636363636,2.7351272727272544
2019-09-06,yandex,cpc,ukr_search_gen-discount-10-night,483.538125,35.417597727272742,460.63454545454539,-12.51401818181813
2019-09-07,google,cpc,rus_search_competitors-new,255.61567118181813,12.936214772727267,70.74818181818182,171.93127459090906
2019-09-07,google,cpc,rus_search_gen-flow-discount-10-night,608.71379545454545,47.935164772727312,161.83454545454546,398.94408522727269
2019-09-07,google,cpc,rus_search_gen-vlozhenye-zaprosy-discount-10-night,416.97313636363634,33.366223863636364,682.53818181818178,-298.93126931818182
2019-09-07,yandex,cpc,bel_search_brand-discount-10,150.29453409090908,0.0,4.5227272727272725,145.7718068181818
2019-09-07,yandex,cpc,bel_search_gen-phones,83.310897727272717,8.3310897727272746,22.940909090909091,52.038898863636348
2019-09-07,yandex,cpc,kaz_search_gen-discount-10-night,141.92157954545453,14.19215795454544,18.710909090909091,109.01851250000001
2019-09-07,yandex,cpc,rus_search_brand-discount-10,1158.3982613636363,94.57252159090919,274.99636363636364,788.82937613636341
2019-09-07,yandex,cpc,rus_search_competitors-new-phones,150.29453409090908,15.029453409090944,81.060002727272732,54.205077954545416
2019-09-07,yandex,cpc,rus_search_gen-phones-discount-10,1130.3488636363636,100.51731931818189,1767.3089090909091,-737.47736477272747
2019-09-07,yandex,cpc,rus_search_gen-phones-discount-10-night,144.01481818181816,0.0,246.9836181818182,-102.96880000000004
2019-09-07,yandex,cpc,rus_search_gen-vlozhenye-zaprosy-phones-discount-10,861.91487199999983,119.33275348909093,567.70631818181823,174.87580032909068
2019-09-07,yandex,cpc,rus_search_gen-vlozhenye-zaprosy-phones-discount-10-night,396.04075,18.755418181818193,116.03363636363635,261.25169545454548
2019-09-07,yandex,cpc,ukr_search_brand-discount-10,233.60543181818178,23.360543181818219,33.899089090909087,176.34579954545447
2019-09-07,yandex,cpc,ukr_search_gen-discount-10,146.10805681818181,14.610805681818171,54.721818181818186,76.775432954545465
2019-09-07,yandex,cpc,ukr_search_gen-discount-10-night,1169.1872843636363,72.529792045454585,539.16539090909089,557.49210140909088
2019-09-08,google,cpc,rus_search_competitors-new,348.76960300000007,24.451554399999996,196.90181818181819,127.41623041818187
2019-09-08,google,cpc,rus_search_gen-flow-discount-10-night,713.03077300000018,60.877671400000061,199.13363636363636,453.01946523636377
2019-09-08,google,cpc,rus_search_gen-vlozhenye-zaprosy-discount-10,233.62957800000004,12.937551899999995,248.60818181818183,-27.916155718181784
